0	1	0	1	0
0.314159	1	-0.314159	0.91017	-0.285938
0.628319	0.901304	-0.628319	0.746648	-0.520505
0.942478	0.703912	-0.911472	0.530745	-0.687243
1.25664	0.417565	-1.13261	0.286559	-0.777268
1.5708	0.0617441	-1.26379	0.0385663	-0.789384
1.88496	-0.335288	-1.28319	-0.190613	-0.729501
2.19911	-0.738415	-1.17786	-0.382083	-0.609466
2.51327	-1.10845	-0.945877	-0.52203	-0.445466
2.82743	-1.40561	-0.597648	-0.602512	-0.256181
3.14159	-1.59336	-0.156064	-0.62164	-0.0608872
3.45575	-1.64239	0.344506	-0.583208	0.122333
3.76991	-1.53416	0.860478	-0.495839	0.278105
4.08407	-1.26383	1.34245	-0.371776	0.394902
4.39823	-0.842091	1.73949	-0.225462	0.465733
4.71239	-0.295613	2.00405	-0.0720377	0.488365
5.02655	0.333976	2.09691	0.0740755	0.465093
5.34071	0.992742	1.99199	0.200409	0.402133
5.65487	1.61854	1.68011	0.297392	0.308704
5.96903	2.14637	1.17163	0.358947	0.195938
6.28319	2.51445	0.497332	0.382729	0.0756999
6.59734	2.67069	-0.292605	0.369994	-0.0405372
6.9115	2.57876	-1.13163	0.325166	-0.142691
7.22566	2.22325	-1.94177	0.255156	-0.222851
7.53982	1.61323	-2.64023	0.168513	-0.275791
7.85398	0.783777	-3.14704	0.0745167	-0.299201
8.16814	-0.204893	-3.39327	-0.0177301	-0.293631
8.4823	-1.27092	-3.3289	-0.100098	-0.262184
8.79646	-2.31672	-2.92963	-0.166074	-0.21001
9.11062	-3.23709	-2.20181	-0.211206	-0.143658
9.42478	-3.92881	-1.18484	-0.23331	-0.0703614
9.73894	-4.30104	0.0494287	-0.232471	0.00267162
10.0531	-4.28551	1.40064	-0.210824	0.068904
10.3673	-3.84549	2.74697	-0.172184	0.122997
10.6814	-2.9825	3.95507	-0.121547	0.161182
10.9956	-1.73998	4.89205	-0.0645401	0.181458
11.3097	-0.203096	5.43868	-0.00685661	0.183612
11.6239	1.50552	5.50248	0.046261	0.169079
11.9381	3.23417	5.02951	0.0904515	0.140663
12.2522	4.81424	4.01347	0.122547	0.102163
12.5664	6.07511	2.50103	0.140751	0.0579451
12.8805	6.86083	0.592478	0.144676	0.0124937
13.1947	7.04696	-1.56292	0.135252	-0.029997
